country,categoria_expectativa_vida,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,gdp_per_capita_current_us$
Australia,Mortalidad_Baja,2.530035923963398,0.8578525688155104,-0.9642143632044976,-0.7936632078945272,0.4818700876977074,0.729889825733411,0.09573238056552923,0.23043222057380355,54972.7017885437
Australia,Mortalidad_Baja,2.926734489341806,-0.35770319099580655,-0.15487294980867594,0.4513255529465039,0.635777483832901,0.31145901947204313,0.16467244317740323,0.20539121643037866,57196.4220783778
Australia,Mortalidad_Baja,2.424196281984916,0.7892987869873794,-0.953633008905438,-0.857671104914117,0.44427435607208,0.5928142969361629,0.2533479712697115,0.20734836345728466,53901.7145392154
Australia,Mortalidad_Baja,3.004251984872672,-0.35094064316798634,-0.1020548870091976,0.3909615589650779,0.7736387676442298,0.35433978341596584,0.15605344530886936,0.1719579093882899,49888.0410842736
Australia,Mortalidad_Baja,2.550596588964336,0.8535281714880608,-0.9480953223810599,-0.827536360191682,0.5907886751659183,0.7363378613656323,0.12228141067550738,0.18612712211079815,56739.0265346593
Australia,Mortalidad_Baja,3.078890052401004,-0.23071267578873983,-0.2154290035152006,0.5904799287770504,0.8411957185095329,0.5591980541427566,-0.08039412786991963,0.1489753912408099,62544.0873773726
Australia,Mortalidad_Baja,2.655286906840842,0.9562147330135787,-1.0251443982495814,-0.6970104851183305,0.7231995139050981,0.8976434884885228,-0.03586063113697329,0.15160995049099854,68190.7010035651
Australia,Mortalidad_Baja,2.597472429774628,0.9581268594350939,-1.050589644538288,-0.6552041589640383,0.6557226304670971,0.881478189900139,-0.06297024478844404,0.1535188920892542,68072.8732340801
Australia,Mortalidad_Baja,2.586517848597619,0.9856020981322785,-1.0943717702830285,-0.6038445037273971,0.6503645485141477,0.862278547889222,-0.06725864143988998,0.14658662987172255,62605.600458306
Australia,Mortalidad_Baja,3.068639528536916,-0.1789227734389833,-0.2689395591022616,0.6434891419324182,0.8821337336581824,0.4666021796256819,-0.04295297258957324,0.1173851114865538,52144.6654705468
Australia,Mortalidad_Baja,2.543912511289509,1.0058442924321038,-1.1290536146108798,-0.5614000461660941,0.6327460628818679,0.8095747854867221,-0.06247091186510649,0.13396247267905734,42816.5674002829
Australia,Mortalidad_Baja,3.022287320995553,-0.14644855513510385,-0.3395556299419093,0.7325105590992116,0.8584440824399309,0.4544494358455612,-0.06971521570227143,0.10534123138554603,49701.2817843335
Australia,Mortalidad_Baja,2.576804431320409,1.030791692980928,-1.1211557487239967,-0.5555471549982334,0.7026350037552429,0.8429190084058479,-0.10309594040330372,0.11724635399621391,41051.6120652288
Australia,Mortalidad_Baja,2.509160559647223,1.0063660345781902,-1.1411916993422508,-0.5307307320917654,0.6967534561966312,0.8809301269199931,-0.1139038864417936,0.10109103983143888,36595.7071548423
Australia,Mortalidad_Baja,2.496111794918305,0.9786948745672253,-1.0983650523678916,-0.5797196762842387,0.7322904375417683,0.8919600014467794,-0.10404137118464914,0.08750013013449719,34479.7679298388
